CustomerID	PersonID	PreferredContactID
814	145	Email
815	2271	Email
816	748	Email
817	1997	Email
818	1422	Email
820	726	Email
821	1919	Email
822	1606	Email
824	2097	Email
826	103	Email
827	1410	Email
830	881	Email
831	641	Email
833	2065	Email
834	2068	Email
836	1507	Email
837	1512	Email
838	147	Email
839	1222	Email
840	1307	Email
841	13	Email
842	141	Email
845	1788	Email
847	243	Email
850	1020	Email
851	44	Email
852	1685	Email
853	1250	Email
854	1168	Email
860	1613	Email
862	2393	Email
865	226	Email
866	102	Email
867	652	Email
868	1077	Email
870	1097	Email
872	1136	Email
873	1070	Email
875	639	Email
876	1405	Email
877	643	Email
878	651	Email
879	1709	Email
880	838	Email
881	315	Email
882	1159	Email
885	1777	Email
886	1145	Email
889	157	Email
890	664	Email
891	1408	Email
892	1899	Email
893	983	Email
894	2196	Email
895	2048	Email
897	344	Email
899	1208	Email
900	137	Email
901	1950	Email
902	2161	Email
903	2253	Email
904	349	Email
906	445	Email
907	1382	Email
908	1618	Email
909	926	Email
910	2395	Email
912	1030	Email
915	1881	Email
917	1820	Email
919	46	Email
922	75	Email
923	1308	Email
924	2244	Email
925	528	Email
928	1994	Email
929	2345	Email
930	457	Email
932	430	Email
933	555	Email
934	654	Email
935	2429	Email
936	316	Email
938	910	Email
939	2300	Email
940	380	Email
941	741	Email
945	1433	Email
947	220	Email
951	1432	Email
952	909	Email
956	1174	Email
958	2343	Email
959	862	Email
963	202	Email
964	507	Email
971	1434	Email
974	2417	Email
975	1240	Email
976	943	Email
978	1615	Email
980	357	Email
981	2202	Email
983	2415	Email
986	299	Email
987	360	Email
989	696	Email
990	2208	Email
991	2340	Email
992	819	Email
994	1482	Email
995	1626	Phone
996	142	Phone
998	586	Phone
1000	659	Phone
1002	818	Phone
1004	1253	Phone
1005	2310	Phone
1006	1277	Phone
1007	1443	Phone
1008	2191	Phone
1009	413	Phone
1010	1138	Phone
1012	2152	Phone
1013	423	Phone
1014	73	Phone
1016	420	Phone
1019	789	Phone
1021	1458	Phone
1022	2051	Phone
1024	1295	Phone
1025	2367	Phone
1029	192	Phone
1031	972	Phone
1034	934	Phone
1038	33	Phone
1042	655	Phone
1044	872	Phone
1047	88	Phone
1048	2416	Phone
1051	2228	Phone
1052	28	Phone
1053	1058	Phone
1054	198	Phone
1055	68	Phone
1056	1148	Phone
1058	1620	Phone
1059	930	Phone
1066	1301	Phone
1068	1614	Phone
1069	1518	Phone
1073	2125	Phone
1081	2199	Phone
1085	749	Phone
1086	2079	Phone
1103	604	Phone
1104	215	Phone
1106	1103	Phone
1108	2105	Phone
1109	122	Phone
1111	1273	Phone
1112	51	Phone
1118	1229	Phone
1119	1244	Phone
1120	2221	Phone
1123	129	Phone
1127	1467	Phone
1131	1331	Phone
1132	855	Phone
1135	2205	Phone
1138	1377	Phone
1145	90	Phone
1146	374	Phone
1148	709	Phone
1150	828	Phone
1151	1723	Phone
1152	1302	Phone
1154	179	Phone
1156	1663	Phone
1158	1275	Phone
1160	1721	Phone
1165	2313	Phone
1166	2053	Phone
1168	1731	Phone
1170	1064	Phone
1171	706	Phone
1174	477	Phone
1175	2163	Phone
1176	443	Phone
1179	1773	Phone
1180	2039	Phone
1181	1710	Phone
1184	849	Phone
1185	277	Phone
1186	2407	Phone
1187	831	Phone
1189	53	Phone
1190	1391	Phone
1191	938	Phone
1192	1364	Phone
1193	1494	Phone
1195	2369	Phone
1198	711	Phone
1202	1625	Phone
1203	2035	Phone
1204	1585	Phone
1206	1162	Phone
1212	760	Phone
1213	1692	Phone
1215	1300	Phone
1217	822	Phone
1219	2311	Phone
1220	1665	Phone
1221	927	Phone
1222	2318	Phone
1223	41	Phone
1224	98	Phone
1225	1406	Phone
1232	1259	Phone
1235	1005	Phone
1236	954	Phone
1237	1935	Phone
1238	259	Phone
1239	797	Phone
1240	1076	Phone
1242	1309	Phone
1245	183	Phone
1249	1	Phone
1253	2206	Phone
1254	1742	Phone
1256	788	Phone
1258	1602	Phone
1259	740	Phone
1260	743	Phone
1261	8	Phone
1264	1541	Phone
1265	2389	Phone
1266	674	Phone
1267	2102	Phone
1271	565	Phone
1277	1762	Phone
1282	1695	Phone
1284	2091	Phone
1286	66	Phone
1287	2114	Phone
1289	1532	Phone
1296	521	Phone
1299	742	Phone
1300	1297	Phone
1302	65	Phone
1303	193	Phone
1304	928	Phone
1306	2404	Phone
1308	2267	Phone
1311	143	Phone
1313	1965	Phone
1314	1523	Phone
1315	1040	Phone
1316	1383	Phone
1318	1771	Phone
1320	626	Phone
1321	980	Phone
1322	1951	Phone
1323	1535	Phone
1325	231	Phone
1327	1648	Phone
1329	2303	Phone
1330	1759	Phone
1331	969	Phone
1332	1287	Phone
1334	1725	Phone
1336	238	Phone
1337	587	Phone
1341	1706	Phone
1345	1333	Phone
1347	1415	Phone
1348	25	Phone
1349	1905	Phone
1351	1669	Phone
1352	893	Phone
1354	2441	Phone
1357	2314	Phone
1358	2028	Phone
1359	389	Phone
1362	661	Phone
1366	2229	Phone
1368	1757	Phone
1375	592	Phone
1378	502	Phone
1381	79	Phone
1382	1428	Phone
1385	1933	Phone
1386	2123	Phone
1391	1987	Phone
1392	333	Phone
1394	2365	Phone
1395	812	Phone
1396	304	Phone
1398	271	Phone
1403	1175	Phone
1405	1567	Phone
1408	758	Phone
1412	551	Phone
1414	240	Phone
1415	1891	Phone
1416	517	Phone
1420	615	Phone
1424	1986	Phone
1425	1016	Phone
1427	1736	Phone
1428	1833	Phone
1429	1981	Phone
1433	753	Phone
1435	523	Phone
1437	2322	Phone
1439	2276	Phone
1440	512	Phone
1442	1283	Phone
1446	375	Phone
1447	1245	Phone
1449	732	Phone
1458	2151	Phone
1459	1068	Phone
1460	527	Phone
1463	2342	Phone
1464	621	Phone
1466	454	Phone
1468	1546	Phone
1469	559	Phone
1471	252	Phone
1478	1853	Phone
1479	2109	Phone
1481	1197	Phone
1483	514	Phone
1486	541	Phone
1487	353	Phone
1490	1290	Phone
1491	319	Phone
1492	2150	Phone
1493	1173	Phone
1494	584	Phone
1495	7	Phone
1496	2414	Phone
1497	987	Phone
1504	2168	Phone
1505	2315	Phone
1507	1521	Phone
1512	1176	Phone
1513	2060	Phone
1514	1887	Phone
1515	738	Phone
1516	281	Phone
1521	1248	Phone
1522	522	Phone
1525	1386	Phone
1527	1696	Phone
1528	1456	Phone
1532	140	Phone
1533	1018	Phone
1534	815	Phone
1535	1558	Phone
1536	402	Phone
1537	329	Phone
1541	1543	Phone
1542	2355	Phone
1543	2306	Phone
1544	1052	Phone
1546	585	Phone
1547	2186	Phone
1549	1897	Phone
1550	966	Phone
1552	1399	Phone
1553	320	Phone
1555	2312	Phone
1556	29	Phone
1557	1447	Phone
1559	616	Phone
1560	2134	Phone
1561	153	Phone
1562	1220	Phone
1565	2158	Phone
1566	458	Phone
1568	846	Phone
1570	919	Phone
1571	1857	Phone
1573	1800	Phone
1575	992	Phone
1577	1106	Phone
1579	965	Phone
1580	2350	Phone
1581	1600	Phone
1585	476	Phone
1586	1843	Phone
1587	371	Phone
1588	490	Phone
1592	1858	Phone
1595	629	Phone
1598	1414	Phone
1600	1026	Phone
1605	311	Phone
1606	64	Phone
1608	1184	Phone
1610	2279	Phone
1611	1749	Phone
1618	1237	Phone
1620	391	Phone
1626	1100	Phone
1628	40	Phone
1631	2217	Phone
1633	1715	Phone
1641	85	Phone
1642	1915	Phone
1643	2099	Phone
1644	1056	Phone
1645	2058	Phone
1647	38	Phone
1648	1476	Phone
1650	796	Phone
1651	1199	Phone
1653	1599	Phone
1656	1670	Phone
1657	826	Phone
1660	210	Phone
1662	1570	Phone
1663	889	Phone
1665	2403	Phone
1667	2175	Phone
1668	744	Phone
1669	817	Phone
1670	2180	Phone
1672	2133	Phone
1678	2250	Phone
1679	794	Phone
1681	2019	Phone
1684	1856	Phone
1686	1362	Phone
1688	236	Phone
1689	2259	Phone
1694	127	Phone
1695	1634	Phone
1697	1639	Phone
1698	799	Phone
1703	1073	Phone
1704	1407	Phone
1706	426	Phone
1713	2178	Phone
1716	847	Phone
1718	2339	Phone
1721	1098	Phone
1722	833	Phone
1724	864	Phone
1725	384	Phone
1726	932	Phone
1731	1319	Phone
1736	1445	Phone
1737	1898	Phone
1738	1592	Phone
1739	1360	Phone
1742	730	Phone
1743	994	Phone
1745	588	Phone
1746	755	Phone
1747	2156	Phone
1748	1554	Phone
1751	1288	Phone
1752	1767	Phone
1762	1870	Phone
1768	239	Phone
1769	631	Phone
1772	1526	Phone
1773	475	Phone
1774	1157	Phone
1775	264	Phone
1776	1464	Phone
1777	1412	Phone
1785	258	Phone
1791	289	Phone
1796	506	Phone
1798	1863	Phone
1802	542	Phone
1803	1763	Phone
1804	2070	Phone
1806	1785	Phone
1812	644	Phone
1815	840	Phone
1817	223	Phone
1823	2115	Phone
1825	1099	Phone
1827	1999	Phone
1828	1368	Phone
1829	176	Phone
1831	2172	Phone
1833	735	Phone
1834	1375	Phone
1841	14	Phone
1844	382	Phone
1849	563	Phone
1855	2412	Phone
1856	921	Phone
1857	2024	Phone
1860	229	Phone
1865	1281	Phone
1867	291	Phone
1869	352	Phone
1871	1811	Phone
1874	272	Phone
1877	1968	Phone
1879	1213	Phone
1880	2239	Phone
1884	1691	Phone
1885	673	Phone
1891	1397	Phone
1893	1261	Phone
1896	752	Phone
1897	1270	Phone
1904	948	Phone
1910	1557	Phone
1914	1210	Phone
1915	564	Phone
1917	2132	Phone
1918	387	Phone
1921	2185	Phone
1923	1530	Phone
1924	597	Phone
1928	1716	Phone
1929	1228	Phone
1931	577	Phone
1935	1926	Phone
1937	920	Phone
1942	1726	Phone
1945	1701	Phone
1946	23	Phone
1947	1022	Phone
1949	2336	Phone
1950	1569	Phone
1951	464	Phone
1953	1271	Phone
1957	1963	Phone
1958	9	Phone
1959	924	Phone
1961	487	Phone
1963	246	Phone
1964	511	Phone
1966	2139	Phone
1967	1118	Phone
1968	720	Phone
1969	467	Phone
1970	260	Phone
1974	2084	Phone
1975	309	Phone
1976	2418	Phone
1979	2366	Phone
1981	1096	Phone
1982	707	Phone
1983	2371	Phone
1984	1831	Phone
1985	497	Phone
1986	1954	Phone
1991	1747	Phone
1994	1638	Phone
1998	307	Phone
2003	214	Phone
2004	1953	Phone
2006	1780	Phone
2007	2349	Phone
2009	2219	Phone
2015	1827	Phone
2016	1861	Phone
2023	1684	Phone
2025	2358	Phone
2026	2283	Phone
2031	1111	Phone
2033	1850	Phone
2034	2197	Phone
2037	1545	Phone
2045	680	Phone
33	666	Phone
4	1641	Phone
573	489	Phone
581	687	Phone
638	1573	Phone
846	1335	Phone
857	2002	Phone
858	1102	Phone
864	648	Phone
