InventoryPurchaseID	SupplierID	DeliveryType	DeliverySupplier	DeliveryStatus	StartTime	EndTime	OrderDate	SignOffStatus	ConfirmStatus	InventoryID	ColorID	Size	Quantity	UnitCost
1	1	Express	FEDEX	Incomplete	4/27/2020	6/11/2020	4/12/2020	Completed	Confirmed	013002CU10220	BLACK	43	43	303.21
1	1	Express	FEDEX	Incomplete	4/27/2020	6/11/2020	4/12/2020	Completed	Confirmed	031022HH10365	BLACK	365	53	317.66
1	1	Express	FEDEX	Incomplete	4/27/2020	6/11/2020	4/12/2020	Completed	Confirmed	135010CZ2443	BROWN	42	6	320.96
1	1	Express	FEDEX	Incomplete	4/27/2020	6/11/2020	4/12/2020	Completed	Confirmed	218013MS1026	BLACK	42	85	322.36
1	1	Express	FEDEX	Incomplete	4/27/2020	6/11/2020	4/12/2020	Completed	Confirmed	031020EUI2370	TEAL	380	63	322.79
1	1	Express	FEDEX	Incomplete	4/27/2020	6/11/2020	4/12/2020	Completed	Confirmed	035009KM2044	BROWN	380	79	329.35
1	1	Express	FEDEX	Incomplete	4/27/2020	6/11/2020	4/12/2020	Completed	Confirmed	011014EP70370	BLUE	1	65	336.38
1	1	Express	FEDEX	Incomplete	4/27/2020	6/11/2020	4/12/2020	Completed	Confirmed	215016CZ1040	BLACK	8	53	345.59
1	1	Express	FEDEX	Incomplete	4/27/2020	6/11/2020	4/12/2020	Completed	Confirmed	138008BW3040	WHITE	44	61	349.39
1	1	Express	FEDEX	Incomplete	4/27/2020	6/11/2020	4/12/2020	Completed	Confirmed	013111EUC9380	MUSTARD YELLOW	43	11	355.78
1	1	Express	FEDEX	Incomplete	4/27/2020	6/11/2020	4/12/2020	Completed	Confirmed	113103DOM1355	PINK KHAKI	40	84	356.31
1	1	Express	FEDEX	Incomplete	4/27/2020	6/11/2020	4/12/2020	Completed	Confirmed	238010JV6039	RED	215	64	372.97
1	1	Express	FEDEX	Incomplete	4/27/2020	6/11/2020	4/12/2020	Completed	Confirmed	114024IM70240	BLUE	42	48	374.52
1	1	Express	FEDEX	Incomplete	4/27/2020	6/11/2020	4/12/2020	Completed	Confirmed	111011CV07370	PINK	400	56	378.2
1	1	Express	FEDEX	Incomplete	4/27/2020	6/11/2020	4/12/2020	Completed	Confirmed	018009IN7044	BLUE	43	28	390.59
1	1	Express	FEDEX	Incomplete	4/27/2020	6/11/2020	4/12/2020	Completed	Confirmed	034001AU10370	BLACK	370	51	395.43
1	1	Express	FEDEX	Incomplete	4/27/2020	6/11/2020	4/12/2020	Completed	Confirmed	232001CZ40400	BEIGE	390	11	406.07
1	1	Express	FEDEX	Incomplete	4/27/2020	6/11/2020	4/12/2020	Completed	Confirmed	132008HN48340	KHAKI	360	86	406.82
1	1	Express	FEDEX	Incomplete	4/27/2020	6/11/2020	4/12/2020	Completed	Confirmed	111002IB10370	BLACK	41	4	415.6
1	1	Express	FEDEX	Incomplete	4/27/2020	6/11/2020	4/12/2020	Completed	Confirmed	035002EV0340	BRONZE	9	51	427.67
1	1	Express	FEDEX	Incomplete	4/27/2020	6/11/2020	4/12/2020	Completed	Confirmed	132022ET10380	BLACK	43	17	428.38
1	1	Express	FEDEX	Incomplete	4/27/2020	6/11/2020	4/12/2020	Completed	Confirmed	114019JF07340	PINK	39	45	430.75
1	1	Express	FEDEX	Incomplete	4/27/2020	6/11/2020	4/12/2020	Completed	Confirmed	013001BR03390	BRONZE	43	5	438.75
1	1	Express	FEDEX	Incomplete	4/27/2020	6/11/2020	4/12/2020	Completed	Confirmed	117002JS248	BROWN	41	66	441.51
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	031006BJ30240	WHITE	1	21	2.09
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	130044KD6001	RED	350	26	7.74
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	231014IJ10360	BLACK	370	45	13.65
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	218019KR4842	KHAKI	42	20	14.32
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	011019HH42385	APRICOT	240	26	14.77
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	211012AJ10250	BLACK	370	33	9.06
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	032010GZ10370	BLACK	40	44	10.6
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	013013II03370	BRONZE	40	62	13.37
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	213004DO72345	DARK BLUE	355	67	13.92
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	132009HN48370	KHAKI	41	23	6.83
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	215025CZ1041	BLACK	6	39	19.52
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	034010CV10360	BLACK	44	18	21.55
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	231012IG50360	GREEN	40	8	35.47
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	136002KM246	BROWN	390	70	64.99
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	018013GF2346	BROWN	42	93	77.27
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	113125KE20370	BROWN	44	61	85.04
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	015024IC1041	BLACK	38	68	88.73
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	211013HH37360	LIGHT PINK	360	21	93.93
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	017004ED2445	BROWN	42	59	107.88
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	130048KD2401	BROWN	8	86	109.66
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	216002BW7040	BLUE	370	18	110.64
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	235006YS7240	DARK BLUE	350	63	115.21
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	211015IJ30360	WHITE	45	16	133.95
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	115004BW1044	BLACK	400	72	134.33
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	213107HK10345	BLACK	370	19	135.56
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	218011BW9044	GREY	42	42	167.01
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	111003DO10385	BLACK	42	41	171.16
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	114004HK60360	RED	380	19	179.5
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	131014BB72400	DARK BLUE	245	41	179.93
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	130011KQ10S	BLACK	350	40	196.54
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	213106HK34360	LIGHT PURPLE	42	54	214.8
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	031009HV10380	BLACK	370	47	215.23
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	135018DN7043	BLUE	380	84	221.78
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	011020IML7230	GUN 	390	65	230.85
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	231016IJ36355	TARO 	40	5	244.95
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	011037GZ10390	BLACK	390	47	250.23
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	114026HE90380	GREY	40	43	255.83
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	013009IS10360	BLACK	240	13	261.06
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	114011JR10400	BLACK	43	71	292.61
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	034001AU30390	WHITE	370	48	295.65
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	014002JR10400	BLACK	41	65	305.73
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	014019BJ60350	RED	40	17	310.2
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	238001KM4844	KHAKI	400	64	313.79
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	017003ED2440	BROWN	41	61	313.89
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	117005JS108	BLACK	360	95	316.81
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	113113HH10345	BLACK	370	27	320.76
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	214010BJG0370	NUDE 	45	92	330.16
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	015031BR1042	BLACK	42	58	341.89
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	014021BJ90380	GREY	43	7	347.73
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	213109JD40350	BEIGE	375	98	353.45
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	115002BW1042	BLACK	42	30	354.82
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	215003BW2444	BROWN	390	64	370.87
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	114017AJ10250	BLACK	43	38	381.8
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	031005BJ72240	DARK BLUE	43	43	416.98
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	014027II10360	BLACK	40	44	419.97
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	015010IN2441	BROWN	42	74	426.53
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	213112HE10360	BLACK	42	34	427.66
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	132028JF40360	BEIGE	41	46	433.05
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	017008IC2444	BROWN	370	18	435.05
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	018003BJ7041	BLUE	1	11	441.7
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	131010AJ10245	BLACK	400	13	446.65
2	1	Standard	FEDEX	Delivered	2/26/2021	3/28/2021	2/11/2021	Completed	Confirmed	015012AE10255	BLACK	225	72	448.78
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	130077ZS6001	RED	380	82	9.56
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	215024CZ1042	BLACK	41	6	2.47
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	136002KM108	BLACK	375	24	3.04
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	013122IG10370	BLACK	260	88	6.3
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	115003BW2440	BROWN	370	1	10.07
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	213114KE20380	BROWN	41	69	7.57
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	118006HK5042	GREEN	350	20	7.68
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	017011BR707	BLUE	40	90	11.48
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	118003HK2240	LIGHT COFFEE	42	72	1.35
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	011001EP10330	BLACK	42	56	5.16
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	117005JS106	BLACK	44	29	6.57
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	214020KE30390	WHITE	43	74	26.56
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	132021ET10400	BLACK	41	88	34.57
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	013109IM90235	GREY	40	50	40.66
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	131006AJ80250	YELLOW	40	91	48.52
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	232001CZ40350	BEIGE	39	55	62.1
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	017008IC1038	BLACK	42	17	90.9
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	013014II10340	BLACK	41	89	98.85
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	211005JMG0370	NUDE 	385	59	104.85
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	013007IM10250	BLACK	41	18	105.71
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	113004DO40385	BEIGE	375	93	111.83
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	131015BB07390	PINK	38	59	126.94
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	215026CZ1045	BLACK	40	36	130.53
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	130108JT1001	BLACK	41	20	131.86
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	215002BW2445	BROWN	225	27	138.55
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	231009CU98230	LIGHT BLUE	355	19	144.43
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	017003ED1041	BLACK	42	45	154.43
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	013120BJ10390	BLACK	260	28	157.09
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	135020BR1039	BLACK	380	31	165.84
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	113005DO80350	YELLOW	42	42	169.48
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	117004JS1010	BLACK	360	50	171.78
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	013120BJ10400	BLACK	370	93	189.71
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	113008CUN0250	MIF 	39	13	195.98
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	218021KR7040	BLUE	38	67	203.6
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	011014EP70375	BLUE	390	81	205.23
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	017009BR1010	BLACK	41	51	208.43
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	031003CU10240	BLACK	40	94	208.62
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	014007IM10225	BLACK	42	15	221.98
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	014008DO10360	BLACK	240	27	223.15
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	135004BR7044	BLUE	44	15	227.85
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	211013HH10385	BLACK	44	27	233.77
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	115010CZ1045	BLACK	355	77	234.14
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	013104HK70360	BLUE	370	55	240.18
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	215022CZ2044	BROWN	390	91	243.9
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	114013BB72380	DARK BLUE	390	62	244.09
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	017007IC9042	GREY	45	93	246.67
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	114006JS708	BLUE	42	68	247.97
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	115010CZ1044	BLACK	43	44	255.31
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	113113HH10380	BLACK	41	91	266.79
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	138006JR7043	BLUE	44	32	270.71
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	135003BR2442	BROWN	39	69	271.85
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	215015CZ1041	BLACK	42	25	272.1
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	114011JR10350	BLACK	390	38	276.42
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	214009BJ40370	BEIGE	41	52	283.1
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	010003KD70110	BLUE	43	14	292.28
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	010013KD1001	BLACK	235	65	307.96
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	018005IB2039	BROWN	43	53	316.45
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	034001AU10390	BLACK	42	45	316.93
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	114004HK10390	BLACK	350	33	324.98
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	218002GH4844	KHAKI	43	73	327.53
3	2	Standard	UPS	Incomplete	5/4/2021	6/30/2021	4/19/2021	Completed	Confirmed	013116DO40370	BEIGE	44	21	344.69
