OrderID,OrderDate1,OrderTime,OrderDate,BranchID,InvoiceID,InvoiceDate,MembershipType,MembershipLevel,CustomerID,DeliveryTypeID,DeliverySupplierID,DeliveryStatusID,StartTime,EndTime,AddressID,EmployeeID,ColorID,SizeID,InventoryID,UnitPrice,Quantity,Tax,PromotionID,PaymentMethodID,ConfirmedStatusID
607,7/3/2022,18:49:31,12/17/2021 20:56,6802,,7/4/2022,,,,,,,,,,24,02,370,013014II02370,20.3,1,1.0150000000000001,,Cash,1
608,7/3/2022,19:10:40,12/19/2021 17:09,6802,,7/3/2022,,,,,,,,,,24,10,44,135005CZ1044,480.76,1,24.038,,Cash,1
609,7/6/2022,20:37:55,12/21/2021 18:33,6802,,7/8/2022,,,,,,,,,,24,30,355,013005HK30355,39.94,1,1.9969999999999999,,Cash,1
610,7/7/2022,14:49:09,12/23/2021 15:50,6802,,7/10/2022,,,,,,,,,,24,07,360,034010CV07360,212.73,1,10.6365,,Cash,1
611,7/7/2022,15:44:01,12/25/2021 20:28,6802,,7/9/2022,,,,,,,,,,24,07,390,131015BB07390,176.94,1,8.847,,Cash,1
613,7/7/2022,21:20:36,12/26/2021 15:33,6802,,7/8/2022,,,,,,,,,,24,24,370,211107BR24370,221.97,1,11.098500000000001,,Cash,1
614,7/9/2022,17:05:19,7/9/2022 17:05,6802,,7/9/2022,,,,,,,,,,24,70,44,138011BW7044,331.49,1,16.5745,,Cash,1
614,7/9/2022,17:05:19,12/28/2021 14:53,6802,,7/10/2022,,,,,,,,,,24,90,44,138011BW9044,253.31,1,12.665500000000002,,Cash,1
615,7/9/2022,18:38:58,12/28/2021 17:50,6802,,7/10/2022,,,,,,,,,,24,90,370,031022HH90370,14.91,1,0.7455,PM2021070001,Cash,1
616,7/9/2022,18:40:10,12/31/2021 17:16,6802,,7/10/2022,,,,,,,,,,24,24,7,035010KM247,42.24,1,2.112,,Cash,1
617,7/11/2022,19:11:00,7/1/2022 15:10,6802,,7/13/2022,,,,,,,,,,24,70,43,217002JU7043,431.58,1,21.579,,Cash,1
618,7/11/2022,19:11:47,7/2/2022 17:17,6802,,7/14/2022,,,,,,,,,,24,07,370,014018IG07370,123.48,1,6.174,,Cash,1
622,7/15/2022,19:32:12,7/8/2022 20:15,6802,,7/17/2022,,,,,,,,,,24,20,43,217005IB2043,446.51,1,22.3255,,Cash,1
623,7/15/2022,20:06:49,7/9/2022 19:32,6802,,7/15/2022,,,,,,,,,,24,30,46,138008BW3046,403.21,1,20.1605,,Cash,1
624,7/17/2022,19:11:06,7/17/2022 19:11,6802,,7/22/2022,,,,,,,,,,24,90,390,014021BJ90390,304.68,1,15.234000000000002,,Cash,1
624,7/17/2022,19:11:06,7/10/2022 20:44,6802,,7/21/2022,,,,,,,,,,24,24,390,031022HH24390,146.88,1,7.344,PM2021070001,Cash,1
625,7/17/2022,19:53:31,7/13/2022 17:33,6802,,7/17/2022,,,,,,,,,,24,E9,235,013015AJE9235,281.11,1,14.055500000000002,,Cash,1
626,7/18/2022,20:16:43,7/16/2022 13:03,6802,,7/22/2022,,,,,,,,,,24,07,360,114014BB07360,284.4,1,14.219999999999999,,Cash,1
627,7/20/2022,19:59:36,7/16/2022 20:43,6802,,7/21/2022,,,,,,,,,,24,B9,360,113004DOB9360,348.01,1,17.4005,,Cash,1
628,7/21/2022,15:04:09,7/17/2022 21:35,6802,,7/22/2022,,,,,,,,,,24,10,43,215024CZ1043,324.95,1,16.2475,,Cash,1
629,7/21/2022,17:07:06,7/20/2022 17:47,6802,,7/25/2022,,,,,,,,,,24,07,400,131015BB07400,168.75,1,8.4375,,Cash,1
630,7/22/2022,15:28:18,7/23/2022 13:41,6802,,7/25/2022,,,,,,,,,,24,70,390,134002JR70390,304.68,1,15.234000000000002,,Cash,1
631,7/22/2022,16:17:35,7/23/2022 20:43,6802,,7/27/2022,,,,,,,,,,24,10,350,013122IG10350,92.06,1,4.603000000000001,,Cash,1
632,7/23/2022,19:30:33,7/26/2022 13:49,6802,,7/24/2022,,,,,,,,,,24,04,380,014033KE04380,258.28,1,12.914,,Cash,1
633,7/23/2022,19:33:01,7/23/2022 19:33,6802,,7/27/2022,,,,,,,,,,24,10,390,214003JF10390,166.35,1,8.3175,,Cash,1
633,7/23/2022,19:33:01,7/27/2022 19:05,6802,,7/26/2022,,,,,,,,,,24,10,380,214003JF10380,333.31,1,16.6655,,Cash,1
634,7/23/2022,19:39:38,7/30/2022 17:45,6802,,7/28/2022,,,,,,,,,,24,10,01,010026JT1001,381.16,1,19.058000000000003,,Cash,1
635,7/23/2022,20:33:25,7/23/2022 20:33,6802,,7/25/2022,,,,,,,,,,24,10,45,215025CZ1045,129.2,1,6.46,,Cash,1
635,7/23/2022,20:33:25,7/31/2022 14:34,6802,,7/26/2022,,,,,,,,,,24,10,45,215025CZ1045,129.2,1,6.46,,Cash,1
636,7/24/2022,13:21:16,7/24/2022 15:50,6802,,7/27/2022,,,,,,,,,,24,70,45,215007BW7045,276.18,1,13.809000000000001,,Cash,1
637,7/24/2022,15:50:24,7/24/2022 20:59,6802,,7/25/2022,,,,,,,,,,24,10,400,031001EV10400,81.3,1,4.065,,Cash,1
638,7/24/2022,20:59:43,7/27/2022 12:24,6802,,7/24/2022,,,,,,,,,,24,C3,385,011022IJC3385,257.26,1,12.863,,Cash,1
639,7/27/2022,12:24:51,7/27/2022 12:24,6802,,7/27/2022,,,,,,,,,,24,30,355,013005HK30355,39.94,1,1.9969999999999999,,Cash,2
639,7/27/2022,12:24:51,7/28/2022 15:01,6802,,7/29/2022,,,,,,,,,,23,72,370,131012BB72370,93.3,1,4.665,,Cash,2
642,7/28/2022,15:01:48,7/28/2022 19:56,6802,,8/1/2022,,,,,,,,,,23,24,45,115006BW2445,372.41,1,18.620500000000003,,Cash,2
643,7/28/2022,19:56:17,7/28/2022 19:56,6802,,7/31/2022,,,,,,,,,,23,94,380,014020BJ94380,36.71,1,1.8355000000000001,,Cash,2
643,7/28/2022,19:56:17,7/28/2022 21:24,6802,,7/30/2022,,,,,,,,,,23,07,390,131012BB07390,72.09,1,3.6045000000000003,,Cash,2
644,7/28/2022,21:24:44,7/28/2022 21:24,6802,,7/30/2022,,,,,,,,,,23,10,43,115016IC1043,209.86,1,10.493000000000002,,Cash,2
644,7/28/2022,21:24:44,7/29/2022 16:09,6802,,7/29/2022,,,,,,,,,,23,90,44,138006JR9044,263.54,1,13.177000000000001,,Cash,2
645,7/29/2022,16:09:58,7/29/2022 16:09,6802,,8/3/2022,,,,,,,,,,23,94,380,014020BJ94380,36.71,-1,-1.8355,,Cash,2
645,7/29/2022,16:09:58,7/29/2022 21:27,6802,,8/3/2022,,,,,,,,,,23,94,390,014020BJ94390,163.88,1,8.194,,Cash,2
646,7/29/2022,21:27:01,7/30/2022 15:25,6802,,7/31/2022,,,,,,,,,,23,10,41,215018CZ1041,430.17,1,21.5085,,Cash,2
647,7/30/2022,15:25:58,7/30/2022 16:33,6802,,7/31/2022,,,,,,,,,,23,70,380,134002JR70380,371.03,1,18.5515,,Cash,2
649,7/30/2022,16:33:17,7/30/2022 18:17,6802,,7/30/2022,,,,,,,,,,24,68,6,113101JS686,199.72,1,9.986,PM2021070001,Cash,2
650,7/30/2022,18:17:14,7/31/2022 11:54,6802,,8/1/2022,,,,,,,,,,23,80,42,138001DN8042,193.02,1,9.651000000000002,,Cash,2
652,7/31/2022,11:54:28,7/31/2022 14:30,6802,,7/31/2022,,,,,,,,,,23,10,380,211107BR10380,378.96,1,18.948,,Cash,2
653,7/31/2022,14:30:25,7/31/2022 17:01,6802,,8/3/2022,,,,,,,,,,23,20,44,118010JO2044,70.09,1,3.5045,,Cash,2
655,7/31/2022,17:01:58,7/31/2022 17:01,6802,,8/4/2022,NewMember,,,,,,,,,23,70,390,211108BR70390,475.76,1,23.788,,Cash,2
655,7/31/2022,17:01:58,7/31/2022 17:01,6802,,8/4/2022,NewMember,,,,,,,,,23,61,390,211108BR61390,46.31,1,2.3155,,Cash,2
655,7/31/2022,17:01:58,2022/07/3117:01:58,6802,,8/4/2022,NewMember,,,,,,,,,23,30,375,013005HK30375,471.11,1,23.555500000000002,,Cash,2
1225,12/23/2022,18:04:51,12/24/2022 14:22,6801,,,NewMember,Bronze,,,,,,,,22,73,43,118010JO7343,126.66,1,6.333,,VISA,1
1248,12/24/2022,14:22:16,12/24/2022 19:20,7101,,,NewMember,Bronze,,,,,,,,28,80,390,132015KE80390,308.27,-1,-15.4135,,JCB,1
1258,12/24/2022,19:20:12,12/25/2022 14:35,6801,,,NewMember,Bronze,,,,,,,,22,10,9,135014KM109,259.52,1,12.975999999999999,,VISA,1
1269,12/25/2022,14:35:49,12/25/2022 14:35,6501,,,NewMember,Bronze,,,,,,,,17,90,40,216002BW9040,448.11,1,22.405500000000004,,JCB,1
1271,12/25/2022,14:35:49,12/12/2022 14:36,6501,,,NewMember,Bronze,,,,,,,,17,90,40,216002BW9040,448.11,1,22.405500000000004,,VISA,1
1279,12/12/2022,14:36:39,3/6/2021 18:11,6103,,,NewMember,Bronze,,,,,,,,12,81,40,118011JO8140,271.11,1,13.555500000000002,,VISA,1
1280,3/6/2021,18:11:51,12/25/2022 20:47,6105,NB59881804,3/8/2021,,,,,,,,,,13,10,41,035001EV1041,370.03,1,18.5015,,Cash,1
1287,12/25/2022,20:47:27,12/12/2022 12:47,6501,,12/30/2022,NewMember,Bronze,,,,,,,,17,90,42,138011BW9042,173.42,1,8.671,,VISA,1
1289,12/12/2022,12:47:09,12/12/2022 14:36,1101,,12/15/2022,NewMember,Bronze,,2,1,2,12/14/2022,12/18/2022,1176,5,00,01,000000ZP0001,153.95,1,7.6975,,Cash,1
1299,12/12/2022,14:36:39,12/12/2022 12:47,6103,,12/12/2022,NewMember,Bronze,,,,,,,,12,81,40,118011JO8140,271.11,1,13.555500000000002,,JCB,1
1302,12/12/2022,12:47:09,12/26/2022 21:18,1101,,12/15/2022,NewMember,Bronze,,1,3,2,12/15/2022,12/18/2022,1176,5,10,41,015024IC1041,138.73,1,6.9365,,Cash,1
1307,12/26/2022,21:18:18,12/29/2022 13:22,6803,,12/29/2022,NewMember,Bronze,,,,,,,,26,10,250,114023IM10250,249.27,1,12.463500000000002,,VISA,1
1311,12/29/2022,13:22:55,12/29/2022 13:23,6803,,12/31/2022,NewMember,Bronze,,,,,,,,26,10,400,114011JR10400,342.61,-1,-17.1305,,JCB,1
1326,12/29/2022,13:23:27,12/28/2022 15:25,6803,,12/30/2022,NewMember,Silver,,,,,,,,26,07,400,014001JR07400,162.67,1,8.1335,,VISA,1
1329,12/28/2022,15:25:06,12/26/2022 19:47,6105,,12/28/2022,NewMember,Bronze,,,,,,,,13,10,40,215021CZ1040,346.6,1,17.330000000000002,PM1227K0001,VISA,1
1330,12/26/2022,19:47:17,12/29/2022 12:22,6105,,12/26/2022,NewMember,Bronze,,,,,,,,13,20,44,215022CZ2044,293.9,1,14.695,PM1227K0001,JCB,1
1335,12/29/2022,12:22:56,12/29/2022 19:57,6602,,12/29/2022,NewMember,Bronze,,2,1,2,1/1/2023,1/4/2023,1772,19,03,40,035001EV0340,77.28,1,3.8640000000000003,,JCB,1
1338,12/29/2022,19:57:24,1/1/2022 13:33,6602,,1/1/2023,NewMember,Bronze,,,,,,,,19,03,40,035001EV0340,77.28,-1,-3.864,,JCB,1
1366,4/4/2022,11:54:25,1/1/2022 14:53,1101,XR46558711,4/4/2022,,,232,,,,,,,5,90,01,010048ZU9001,116.78,1,5.839,,AE,1
1380,5/2/2022,18:28:58,1/1/2022 13:34,6105,NB59881804,5/7/2022,NewMember,,578,,,,,,,13,10,41,135003BR1041,203.3,1,10.165000000000001,,Cash,1
1401,5/27/2022,20:45:44,1/3/2022 16:26,6105,NB59881804,6/1/2022,NewMember,,846,,,,,,,13,10,41,115008CZ1041,323.49,1,16.174500000000002,,Cash,1
1430,8/12/2020,17:12:44,4/27/2021 21:37,6103,NB59881804,8/12/2020,NewMember,,,,,,,,,12,24,41,017002ED2441,455.77,1,22.7885,,Apple Pay,1
1432,6/18/2022,16:04:58,1/9/2022 15:04,1101,ZT45410515,6/23/2022,,,,,,,,,,5,10,370,213107HK10370,21.08,1,1.054,,VISA,1
1436,7/3/2020,21:34:06,1/9/2022 14:32,7101,NB59881804,7/8/2020,NewMember,,,,,,,,,28,10,380,013105HH10380,129.46,1,6.473000000000001,,Cash,1
1447,5/6/2020,18:27:02,1/12/2022 17:52,1101,BA07909044,5/10/2020,,,,,,,,,,5,70,350,014003JR70350,439.95,1,21.997500000000002,,MASTER,1
1449,12/12/2022,12:45:53,1/13/2022 22:05,1101,,12/16/2022,NewMember,Bronze,,1,2,2,12/14/2022,12/18/2022,25,5,21,265,215028MS21265,270.8,1,13.540000000000001,PM122920006,Cash,1
1449,8/12/2020,17:12:44,12/12/2022 12:45,6103,NB59881804,8/13/2020,NewMember,,,,,,,,,12,24,41,017002ED2441,455.77,1,22.7885,,Cash,1
1450,5/11/2020,11:43:28,1/13/2022 20:06,1101,BA07909072,5/13/2020,,,,,,,,,,5,F6,390,014010HKF6390,440.42,1,22.021,,Cash,1
1451,5/16/2020,21:28:18,1/14/2022 16:54,1101,BA07909101,5/20/2020,,,,,,,,,,5,10,01,010148ZI1001,284.68,1,14.234000000000002,,VISA,1
1465,6/6/2020,12:00:57,1/20/2022 12:29,1101,BA07909215,6/9/2020,,,,,,,,,,5,30,360,013120BJ30360,461.87,1,23.093500000000002,,VISA,1
1467,12/14/2022,11:56:04,1/20/2022 20:29,1101,,12/15/2022,NewMember,Bronze,,,,,,,,5,00,01,000000ZP0001,153.95,1,7.6975,,Cash,1
1487,6/19/2020,12:18:09,1/26/2022 21:47,1101,BA07909305,6/21/2020,,,,,,,,,,5,10,360,013120BJ10360,490.81,1,24.5405,,Cash,1
1510,6/24/2020,16:42:12,7/13/2020 16:41,1101,BA07909333,6/25/2020,,,,,,,,,,5,30,370,014014JM30370,280.45,1,14.0225,,VISA,1
1515,4/18/2020,20:55:17,8/13/2022 11:26,6302,,4/19/2020,,,,,,,,,,15,26,41,018004BJ2641,319.62,-1,-15.981,,Cash,1
1537,7/5/2022,14:44:24,12/1/2020 16:51,1101,BW38771773,7/9/2022,,,,,,,,,,5,07,250,114024IM07250,396.8,1,19.840000000000003,,MASTER,1
1540,4/26/2020,21:27:53,4/26/2020 21:27,6302,,4/30/2020,,,,,,,,,,15,30,370,014001JR30370,281.37,-1,-14.0685,,Cash,1
1540,4/26/2020,21:27:53,12/17/2020 18:08,6302,,4/27/2020,,,,,,,,,,15,07,360,014001JR07360,32.57,1,1.6285,,Cash,1
1544,7/8/2022,17:30:11,8/22/2020 21:32,1101,BW38771793,7/10/2022,,,,,,,,,,5,40,380,113108EU40380,246.17,1,12.3085,,MASTER,1
1547,7/8/2022,17:49:52,11/29/2022 15:53,1101,BW38771794,7/11/2022,,,,,,,,,,5,10,39,017001ED1039,227.75,1,11.387500000000001,,Cash,1
1551,7/10/2022,13:45:41,12/14/2022 14:42,1101,BW38771802,7/13/2022,,,,,,,,,,5,72,380,013008DO72380,440.6,1,22.03,,MASTER,1
1556,12/12/2022,16:35:54,12/12/2022 16:35,6803,,12/17/2022,NewMember,Bronze,,,,,,,,26,20,43,215001BW2043,432.8,1,21.64,,JCB,1
1556,12/12/2022,16:35:54,12/17/2022 18:26,6803,,12/12/2022,NewMember,Bronze,,,,,,,,26,70,44,218005CZ7044,393.43,1,19.6715,,JCB,1
1562,7/15/2022,18:31:01,7/15/2022 18:31,1101,BW38771832,7/20/2022,,,,,,,,,,5,90,370,213111HX90370,493.71,1,24.6855,,Cash,1
1562,7/15/2022,18:31:01,12/22/2022 16:07,1101,BW38771832,7/18/2022,,,,,,,,,,5,10,375,113113HH10375,315.74,1,15.787,,Cash,1
1563,7/15/2022,18:49:44,7/16/2022 10:54,1101,BW38771833,7/16/2022,,,,,,,,,,5,10,40,115002BW1040,388.07,1,19.4035,,Cash,1
1563,7/16/2022,10:54:49,12/23/2022 17:44,1101,BW38771836,7/16/2022,,,,,,,,,,5,44,390,214009BJ44390,177.34,1,8.867,,MASTER,1
1564,7/16/2022,20:18:35,12/24/2022 11:17,1101,BW38771841,7/17/2022,,,,,,,,,,5,10,38,115009CZ1038,177.37,1,8.868500000000001,,MASTER,1
1565,7/16/2022,20:42:03,12/24/2022 15:03,1101,BW38771842,7/20/2022,,,,,,,,,,5,10,40,138012CZ1040,103.83,1,5.1915000000000004,,VISA,1
1566,7/16/2022,20:42:03,12/25/2022 17:43,1101,BW38771842,7/20/2022,,,,,,,,,,5,70,40,138010BW7040,133.62,1,6.681000000000001,,VISA,1
1567,7/16/2022,21:43:32,12/28/2022 17:06,1101,BW38771843,7/20/2022,,,,,,,,,,5,41,345,113115JJ41345,184.63,1,9.2315,,MASTER,1
1571,7/18/2022,11:35:20,7/18/2022 11:35,1101,BW38771849,7/23/2022,,,,,,,,,,5,F4,380,213107HKF4380,486.24,1,24.312,,VISA,1
1571,7/18/2022,11:35:20,1/1/2021 16:56,1101,BW38771849,7/18/2022,,,,,,,,,,5,42,390,213112HE42390,466.02,1,23.301000000000002,,VISA,1
1580,7/18/2022,20:47:23,4/25/2021 13:17,1101,BW38771855,7/21/2022,,,,,,,,,,5,10,41,135017IN1041,163.88,1,8.194,,Cash,1
1630,12/25/2022,20:47:27,12/28/2022 18:23,6501,,12/26/2022,NewMember,Bronze,,,,,,,,17,70,42,138009BW7042,266.12,1,13.306000000000001,,VISA,1
1767,12/27/2021,20:29:02,4/21/2021 18:46,7101,NB00000000,12/30/2021,NewMember,,,,,,,,,28,10,340,132009HN10340,374.02,1,18.701,,Cash,1
1828,10/25/2022,11:24:34,11/18/2021 15:19,7101,,10/30/2022,NewMember,Silver,679,,,,,,,28,10,370,214003JF10370,63.61,1,3.1805000000000003,,VISA,1
1847,7/17/2022,21:17:47,10/27/2022 13:15,6105,,7/20/2022,NewMember,,856,,,,,,,13,20,43,217003JU2043,57.31,1,2.8655000000000004,,Cash,1
1943,5/14/2020,11:38:25,7/9/2022 19:34,1101,BA07909084,5/19/2020,,,,,,,,,,5,C9,360,013111EUC9360,173.06,1,8.653,,VISA,1
1972,6/4/2020,21:08:02,4/28/2022 19:42,1101,BA07909207,6/8/2020,,,,,,,,,,5,10,225,014007IM10225,271.98,1,13.599000000000002,,VISA,1
1977,6/4/2020,21:33:02,6/21/2020 14:59,1101,BA07909208,6/6/2020,,,,,,,,,,5,10,44,018010IN1044,103.21,-1,-5.1605,,MASTER,1
2001,6/19/2020,11:38:38,6/27/2022 21:25,1101,BA07909304,6/22/2020,,,,,,,,,,5,60,370,013016BJ60370,298.72,1,14.936000000000002,,VISA,1
2013,6/22/2020,19:55:34,6/6/2020 15:21,1101,BA07909320,6/24/2020,,,,,,,,,,5,10,225,011020IM10225,147.08,1,7.354000000000001,,Cash,1
2034,7/6/2022,18:07:40,9/4/2020 21:21,1101,BW38771779,7/8/2022,,,,,,,,,,5,M4,245,011011CUM4245,56.91,1,2.8455,,MASTER,1
2047,7/8/2022,17:20:44,10/30/2020 16:01,1101,BW38771791,7/9/2022,,,,,,,,,,5,30,390,214004BB30390,256.06,1,12.803,,Cash,1
2051,7/10/2022,13:45:41,12/30/2020 19:19,1101,BW38771802,7/11/2022,,,,,,,,,,5,G2,250,211003CUG2250,190.84,1,9.542,,MASTER,1
2080,7/23/2022,14:13:56,4/13/2021 15:18,1101,BW38771884,7/27/2022,,,,,,,,,,5,10,43,135008CZ1043,115.17,1,5.758500000000001,,VISA,1
2110,1/17/2021,16:48:31,10/13/2021 20:57,1105,CC12345678,1/19/2021,,,,,,,,,,7,70,360,014003JR70360,388.86,1,19.443,,Cash,1
2111,12/14/2021,11:09:48,10/15/2021 20:09,1105,CC12345678,12/15/2021,,,,,,,,,,7,72,230,031005BJ72230,428.03,1,21.4015,,Cash,1
2114,8/22/2020,12:25:27,10/20/2021 21:02,1101,CP52532200,8/27/2020,,,,,,,,,,5,30,390,013120BJ30390,78.23,1,3.9115,,Cash,1
2116,7/1/2020,19:08:32,10/25/2021 12:21,1101,CV07599002,7/5/2020,,,,,,,,,,5,07,360,011005EP07360,145.12,1,7.256,,VISA,1
2139,12/15/2022,18:32:28,12/19/2021 19:39,7101,,12/15/2022,NewMember,Bronze,,,,,,,,28,10,390,132012KE10390,384.38,1,19.219,,VISA,1
2145,8/2/2020,16:53:46,7/15/2022 15:20,1101,CV07599216,8/3/2020,,,,,,,,,,5,70,43,018016BR7043,309.46,1,15.472999999999999,,VISA,1
2149,8/6/2020,17:25:21,7/26/2022 21:07,1101,CV07599239,8/10/2020,,,,,,,,,,5,10,220,014007IM10220,140.87,1,7.043500000000001,,VISA,1
2157,8/8/2020,12:58:58,4/7/2022 20:54,1101,CV07599249,8/12/2020,,,,,,,,,,5,68,360,014002JR68360,128.67,1,6.4334999999999996,,MASTER,1
2167,8/6/2022,19:28:41,8/6/2022 19:28,1101,DL24143534,8/10/2022,,,,,,,,,,5,50,230,013007IM50230,313.78,1,15.689,,Cash,1
2167,8/6/2022,19:28:41,12/19/2020 21:32,1101,DL24143534,8/10/2022,,,,,,,,,,5,10,225,013007IM10225,98.45,1,4.9225,,Cash,1
2176,8/6/2022,19:37:51,1/13/2022 21:56,1101,DL24143535,8/11/2022,,,,,,,,,,5,10,370,113113HH10370,32.74,1,1.6370000000000002,,MASTER,1
2177,8/7/2022,15:34:48,2/4/2022 21:55,1101,DL24143540,8/10/2022,,,,,,,,,,5,24,40,215018CZ2440,175.03,1,8.7515,,VISA,1
2180,8/7/2022,20:59:53,4/4/2022 19:15,1101,DL24143546,8/10/2022,,,,,,,,,,5,20,42,217003JU2042,82.29,1,4.1145000000000005,,Cash,1
2184,8/13/2022,18:46:38,1/26/2020 13:41,1101,DL24143575,8/18/2022,,,,,,,,,,5,40,365,013112EU40365,112.12,1,5.606000000000001,,MASTER,1
2196,8/16/2022,12:04:51,6/28/2020 17:28,1101,DL24143593,8/19/2022,,,,,,,,,,5,90,390,013010HX90390,168.32,1,8.416,,Cash,1
2200,8/17/2022,11:19:59,8/18/2022 17:22,1101,DL24143597,8/19/2022,,,,,,,,,,5,45,370,013106JD45370,352.68,1,17.634,,Cash,1
2200,8/18/2022,17:22:21,7/21/2020 19:50,1101,DL24143603,8/23/2022,,,,,,,,,,5,10,235,011020IM10235,334.77,1,16.7385,,VISA,1
2205,8/25/2022,11:07:14,8/24/2020 20:54,1101,DL24143636,8/25/2022,,,,,,,,,,5,07,350,131013BB07350,90.18,1,4.509,,VISA,1
2211,8/30/2022,20:12:52,8/30/2022 20:12,1101,DL24143665,8/30/2022,,,,,,,,,,5,72,370,013008DO72370,82.7,1,4.135000000000001,,Cash,1
2211,8/30/2022,20:12:52,10/14/2020 16:32,1101,DL24143665,9/2/2022,,,,,,,,,,5,01,250,113006AJ01250,12.39,1,0.6195,,Cash,1
2271,10/6/2020,17:19:39,10/27/2021 14:07,1101,EQ07699224,10/10/2020,,,,,,,,,,5,24,01,030088ZH2401,456.01,1,22.8005,,VISA,1
2274,10/12/2020,17:16:12,11/2/2021 21:45,1101,EQ07699254,10/15/2020,,,,,,,,,,5,10,370,011025JM10370,237.39,1,11.8695,,JCB,1
2280,10/12/2020,17:16:12,11/20/2021 14:29,1101,EQ07699254,10/17/2020,,,,,,,,,,5,10,360,031020EU10360,322.79,1,16.1395,,JCB,1
2289,10/18/2020,15:42:08,12/20/2021 15:43,1101,EQ07699291,10/20/2020,,,,,,,,,,5,10,01,010039JT1001,344.26,1,17.213,,Cash,1
2303,10/29/2020,13:15:20,9/3/2022 13:34,1101,EQ07699356,11/2/2020,,,,,,,,,,5,24,350,031008HH24350,353.67,1,17.683500000000002,,MASTER,1
2307,9/3/2022,13:34:44,9/3/2022 14:37,1101,FN16534505,9/4/2022,,,,,,,,,,5,10,39,015024IC1039,278.18,1,13.909,,Cash,1
2308,9/3/2022,14:37:34,9/4/2022 20:20,1101,FN16534506,9/6/2022,,,,,,,,,,5,10,45,215004BW1045,489.38,1,24.469,,VISA,1
2313,9/4/2022,20:20:05,9/5/2022 18:11,1101,FN16534514,9/8/2022,,,,,,,,,,5,10,42,015004KM1042,398.05,1,19.902500000000003,,VISA,1
2315,9/5/2022,18:11:40,12/16/2022 10:35,1101,FN16534519,9/10/2022,,,,,,,,,,5,60,01,210066ZS6001,399.66,1,19.983000000000004,,Cash,1
2319,12/16/2022,10:35:46,9/7/2022 17:06,1101,,12/20/2022,NewMember,Bronze,,2,2,2,12/17/2022,12/21/2022,591,5,00,01,000000ZP0001,153.95,1,7.6975,,Cash,1
