OrderID	OrderDate	BranchID	InvoiceDate	CustomerID	DeliveryTypeID	DeliverySupplierID	DeliveryStatusID	StartTime	EndTime	AddressID	EmployeeID	InventoryID	UnitPrice	Quantity	Tax	PromotionID	PaymentMethodID	ConfirmedStatusID
2713	9/24/2022 19:32	1101	11/30/2022								5	017010BR108	209.87	1	10.493500000000001		Cash	1
2714	9/24/2022 22:09	1101	12/2/2022								5	015025IC1042	359.31	1	17.965500000000002		VISA	1
2724	11/12/2021 17:31	1101	12/4/2022								5	111011CV07350	323.25	1	16.1625		MASTER	1
2725	11/28/2021 16:51	1101	12/5/2022								5	014009ET01340	340.27	1	17.0135		MASTER	1
2735	12/19/2021 21:32	1101	12/6/2022								5	211109BR10400	97.93	1	4.8965000000000005		VISA	1
2738	12/25/2021 20:03	1101	12/6/2022								5	135005CZ1042	329.08	1	16.454		LINE PAY	1
2739	8/29/2020 20:45	6502	9/2/2020								18	017001ED1043	141.22	-1	-7.061		Cash	1
2739	11/22/2021 21:16	6502	8/30/2020								18	017001ED1042	185.74	1	9.287		Cash	1
2746	12/3/2022 16:53	1101	12/7/2022								5	215015CZ1041	322.1	1	16.105		JCB	1
2746	7/7/2022 7:08	1101	12/5/2022								5	114025HK10360	419.61	1	20.980500000000003		VISA	1
2752	12/12/2021 16:30	1101	12/4/2022								5	214018KE60380	383.87	1	19.1935		Transfer	1
2754	9/8/2020 14:02	6303	9/8/2020								16	031003CU10215	353.56	-1	-17.678		VISA	1
2754	12/17/2021 13:07	6303	9/9/2020								16	031003CU10210	35.92	1	1.7960000000000003		VISA	1
2756	12/19/2021 17:59	1101	12/5/2022								5	115008BW1045	244.96	1	12.248000000000001		Cash	1
2770	7/17/2022 21:42	1101	12/12/2022								5	130048KD6001	392.82	1	19.641000000000002		VISA	1
2771	7/21/2022 14:48	1101	12/11/2022								5	131007AJ10235	27.02	1	1.351		MASTER	1
2777	7/31/2022 14:34	1101	12/7/2022								5	210062ZQ2001	261.56	1	13.078000000000001		MASTER	1
2780	12/10/2022 11:41	1101	12/13/2022								5	132005HN40370	352.01	1	17.6005		LINE PAY	1
2793	12/12/2022 13:19	1101	12/11/2022								5	011016HH10355	313.48	1	15.674000000000001		MASTER	1
2796	12/12/2022 15:51	1101	12/16/2022								5	015004KM2441	472.45	1	23.622500000000002		MASTER	1
2802	12/12/2022 17:13	1101	12/16/2022								5	111012CV10360	237.95	1	11.8975		Cash	1
2804	12/12/2022 18:01	1101	12/12/2022								5	031007BJ02245	78.26	1	3.9130000000000003		Cash	1
2808	12/14/2022 17:38	1101	12/13/2022								5	215021CZ1041	373.9	1	18.695		VISA	1
2810	12/14/2022 19:07	1101	12/14/2022								5	011002AE10240	66.69	1	3.3345000000000002		LINE PAY	1
2811	12/16/2022 11:14	1101	12/17/2022								5	135005CZ1044	480.76	1	24.038		MASTER	1
2830	12/16/2022 11:34	1101	12/18/2022								5	015028BR1042	125.64	1	6.282	PM122CF0006	VISA	1
2836	12/16/2022 11:55	1101	12/19/2022								5	035013IK2044	118.01	1	5.900500000000001	PM122CF0006	JCB	1
2837	12/16/2022 13:39	1101	12/20/2022								5	011016HH10350	197.3	1	9.865000000000002		MASTER	1
2856	12/16/2022 13:39	1101	12/20/2022								5	231014IJA8375	151.97	1	7.5985000000000005		VISA	1
2861	12/16/2022 13:56	1101	12/19/2022								5	231014IJ10375	304.09	1	15.2045		VISA	1
2863	12/16/2022 15:32	1101	12/19/2022								5	114009JR02360	49.55	1	2.4775		MASTER	1
2872	12/16/2022 15:32	1101	12/20/2022								5	032012DO10235	352.19	1	17.6095	PM122CF0004	Transfer	1
2873	12/16/2022 16:16	1101	12/20/2022								5	018015BR2043	40.26	1	2.013	PM122CF0006	Transfer	1
